ID,subjectID,name,shift,weekday,week,semester,students
502052_TC1_2024_15,'502052,Phát triển hệ thống thông tin doanh nghiệp,4,4,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101068--52101094--52101127--52111017--52111064--52111075--52102034--52102042--52102043--52102049--52102114--52102119--52102133--52112019--52112036--52103005--52103017--52103023--52103041--52103060--52103094--52103125--52103132--52113027-
503043_TC1_2024_15,'503043,Nhập môn Trí tuệ nhân tạo,3,3,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101067--52101077--52101083--52101086--52111017--52111075--52111102--52111111--52111131--52102012--52102027--52102034--52102067--52102098--52102114--52102119--52112001--52112009--52112019--52112029--52112082--52103017--52103063--52103124--52103132--52113071--52113093--52113130-
503044_TC1_2024_15,'503044,Nhập môn Học máy,4,2,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101068--52101077--52101083--52101094--52101127--52111045--52111064--52111099--52102027--52102034--52102043--52102049--52102067--52102087--52102098--52102100--52102114--52102119--52102133--52112009--52112036--52112082--52103005--52103063--52113071--52113127--52113130-
503049_TC1_2024_15,'503049,Nhập môn Bảo mật máy tính,1,3,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101067--52101068--52101083--52101086--52111045--52111075--52111099--52111111--52102012--52102042--52102087--52102098--52102100--52102133--52112001--52112009--52112029--52112036--52103023--52103041--52103060--52103094--52103124--52103125--52113127--52113130-
503073_TC1_2024_15,'503073,Lập trình web và ứng dụng,3,7,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101077--52101086--52101094--52111017--52111064--52111099--52111102--52111131--52102027--52102042--52102043--52102049--52102067--52102100--52112001--52112019--52112082--52103005--52103017--52103023--52103063--52103124--52103125--52113027--52113071--52113093-
503073TH_TC1_2024_15,'503073TH,Thực hành lập trình web và ứng dụng,4,6,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101077--52101086--52101094--52111017--52111064--52111099--52111102--52111131--52102027--52102042--52102043--52102049--52102067--52102100--52112001--52112019--52112082--52103005--52103017--52103023--52103063--52103124--52103125--52113027--52113071--52113093-
502048_TC1_2024_16,'502048,Nhập môn Bảo mật thông tin,3,4,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101042--52101058--52101065--52101079--52101095--52101126--52101136--52111013--52111021--52111115--52102035--52102081--52102129--52112059--52112074--52103040--52103101--52103138--52113068--52113075--52113076--52113089--52113099-
502052_TC1_2024_16,'502052,Phát triển hệ thống thông tin doanh nghiệp,4,3,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101008--52101017--52101042--52101048--52101058--52101059--52101079--52101095--52101136--52101147--52111021--52111041--52111088--52111134--52102035--52102085--52102090--52102102--52102129--52102140--52112123--52112150--52103040--52103101--52103131--52103138--52103148--52113068--52113075--52113084-
503043_TC1_2024_16,'503043,Nhập môn Trí tuệ nhân tạo,4,5,-21-22-23-26-27-28-29-30-31-32-33-35-36-37-38-,hk6,-52101008--52101027--52101059--52101079--52101126--52101147--52111013--52111115--52102010--52102035--52102081--52102090--52102102--52112059--52112123--52112150--52103039--52103040--52103131--52103148--52113068--52113084--52113089--52113099--52113107-
503044_TC1_2024_16,'503044,Nhập môn Học máy,1,4,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101017--52101027--52101042--52101059--52101065--52101136--52111033--52111041--52111134--52102010--52102040--52102085--52102090--52102129--52102140--52112074--52112115--52112123--52112150--52103039--52103148--52113075--52113076--52113107-
503049_TC1_2024_16,'503049,Nhập môn Bảo mật máy tính,2,5,-21-22-23-26-27-28-29-30-31-32-33-35-36-37-38-,hk6,-52101008--52101017--52101027--52101048--52101065--52101126--52111021--52111033--52111088--52111134--52102010--52102040--52102081--52102102--52112115--52113076--52113084-
503073_TC1_2024_16,'503073,Lập trình web và ứng dụng,2,6,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101048--52101058--52101095--52101147--52111013--52111033--52111041--52111088--52111115--52102040--52102085--52102140--52112059--52112074--52112115--52103039--52103101--52103131--52103138--52113089--52113099--52113107-
503073TH_TC1_2024_16,'503073TH,Thực hành lập trình web và ứng dụng,3,6,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101048--52101058--52101095--52101147--52111013--52111033--52111041--52111088--52111115--52102040--52102085--52102140--52112059--52112074--52112115--52103039--52103101--52103131--52103138--52113089--52113099--52113107-
502048_TC1_2024_17,'502048,Nhập môn Bảo mật thông tin,2,4,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101002--52101072--52101076--52101088--52101119--52111019--52111022--52111028--52111053--52111096--52111147--52111148--52102023--52102117--52102143--52112008--52112125--52112144--52103030--52103049--52103062--52103083--52103098--52113016--52113077--52113134--52113144--52113147-
502052_TC1_2024_17,'502052,Phát triển hệ thống thông tin doanh nghiệp,2,6,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101003--52101072--52101088--52101096--52101117--52111028--52111068--52111096--52111143--52111147--52111148--52102011--52102023--52102076--52102089--52102108--52102121--52112008--52112028--52112043--52112097--52112110--52112113--52112125--52112144--52103030--52103049--52103126--52103139--52113016--52113100--52113134--52113144-
503043_TC1_2024_17,'503043,Nhập môn Trí tuệ nhân tạo,3,6,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101002--52101003--52101076--52101117--52111006--52111019--52111022--52111068--52111107--52111147--52102076--52102107--52102108--52102143--52112008--52112025--52112043--52112065--52112125--52112144--52103030--52103062--52103098--52103122--52103139--52113043--52113077-
503044_TC1_2024_17,'503044,Nhập môn Học máy,2,7,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101003--52101096--52101119--52111006--52111024--52111053--52111079--52111107--52111143--52111148--52102011--52102023--52102076--52102107--52102108--52102117--52102121--52112025--52112028--52112043--52112065--52112110--52103062--52103122--52103126--52103139--52113016--52113043--52113077--52113100--52113131--52113147-
503049_TC1_2024_17,'503049,Nhập môn Bảo mật máy tính,1,7,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101002--52101072--52101088--52101096--52101117--52111006--52111022--52111024--52111028--52111079--52111096--52111107--52102089--52102107--52102117--52102121--52102143--52112097--52112113--52103049--52103083--52103122--52103126--52113131--52113134--52113147-
503073_TC1_2024_17,'503073,Lập trình web và ứng dụng,3,2,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101076--52101119--52111019--52111024--52111053--52111068--52111079--52111143--52102011--52102089--52112025--52112028--52112065--52112097--52112110--52112113--52103083--52103098--52113043--52113100--52113131--52113144-
503073TH_TC1_2024_17,'503073TH,Thực hành lập trình web và ứng dụng,2,3,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101076--52101119--52111019--52111024--52111053--52111068--52111079--52111143--52102011--52102089--52112025--52112028--52112065--52112097--52112110--52112113--52103083--52103098--52113043--52113100--52113131--52113144-
502048_TC1_2024_18,'502048,Nhập môn Bảo mật thông tin,1,3,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101030--52101044--52101057--52101114--52111003--52111047--52111052--52111092--52111094--52111144--52102030--52102069--52102103--52112038--52112061--52112066--52112121--52112129--52103011--52103016--52103031--52103038--52103077--52103096--52103128--52113035--52113036--52113063--52113104--52113128-
502052_TC1_2024_18,'502052,Phát triển hệ thống thông tin doanh nghiệp,2,2,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101004--52101029--52101044--52101053--52101057--52101084--52101093--52101098--52101102--52101114--52101135--52101141--52111047--52111084--52111092--52111101--52102030--52102069--52102084--52102145--52112011--52112066--52112128--52112135--52103011--52103016--52113063--52113104-
503043_TC1_2024_18,'503043,Nhập môn Trí tuệ nhân tạo,2,3,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101004--52101029--52101098--52101102--52111003--52111047--52102084--52112011--52112038--52112084--52103011--52103018--52103037--52103096--52103128--52113023--52113036--52113042--52113113-
503044_TC1_2024_18,'503044,Nhập môn Học máy,1,4,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101030--52101053--52101084--52101093--52101135--52101141--52111084--52111094--52111144--52102030--52102122--52112003--52112040--52112061--52112066--52112084--52112121--52112128--52112129--52112142--52103031--52103037--52103038--52103077--52113023--52113035--52113036--52113042--52113113--52113128-
503049_TC1_2024_18,'503049,Nhập môn Bảo mật máy tính,3,7,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk6,-52101029--52101044--52101093--52111052--52111084--52111101--52102069--52102103--52102122--52102145--52112003--52112011--52112038--52112040--52112061--52112084--52112128--52112129--52112135--52112142--52103016--52103018--52103031--52103037--52103038--52103077--52103128--52113023--52113113--52113128-
503073_TC1_2024_18,'503073,Lập trình web và ứng dụng,4,3,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101004--52101030--52101053--52101057--52101084--52101098--52101102--52101114--52101135--52101141--52111003--52111052--52111092--52111094--52111101--52111144--52102084--52102103--52102122--52102145--52112003--52112040--52112121--52112135--52112142--52103018--52103096--52113035--52113042--52113063--52113104-
503073TH_TC1_2024_18,'503073TH,Thực hành lập trình web và ứng dụng,2,5,-21-22-23-26-27-28-29-30-31-32-,hk6,-52101004--52101030--52101053--52101057--52101084--52101098--52101102--52101114--52101135--52101141--52111003--52111052--52111092--52111094--52111101--52111144--52102084--52102103--52102122--52102145--52112003--52112040--52112121--52112135--52112142--52103018--52103096--52113035--52113042--52113063--52113104-
504045_TC2_2023_1,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52011014--52011033--52011107--52002011--52002031--52002085--52002089--52012010--52012073--52012099--52013005--52013012--52013105-
504048_TC2_2023_1,'504048,Xử lý dữ liệu lớn,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001054--52001066--52001089--52001108--52011033--52011092--52011122--52011135--52002147--52012010--52012061--52003023--52003041--52003130--52003142--52013007--52013093--52013096--52013105-
504049_TC2_2023_1,'504049,Hệ thống thương mại thông minh,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001054--52001118--52011014--52011090--52002001--52012073--52012129--52003142--52013007--52013096-
504051_TC2_2023_1,'504051,Mạng đa phương tiện và di động,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001066--52001108--52001118--52011003--52011014--52011033--52011090--52011092--52011122--52011135--52002085--52012010--52012061--52012099--52012115--52003041--52003135--52013005--52013012--52013018--52013096-
505043_TC2_2023_1,'505043,Khai thác dữ liệu và Khai phá tri thức,1,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001026--52001108--52011013--52011073--52011092--52002031--52012055--52012115--52012129--52003023--52003041--52003079--52003149--52013093-
504070_TC2_2023_1,'504070,Chuyên đề Công nghệ phần mềm,4,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001026--52001054--52011003--52011013--52011107--52002001--52002011--52002031--52002089--52002147--52003023--52003130--52003135--52013007--52013105-
505060_TC2_2023_1,'505060,Nhập môn Xử lý ảnh số,2,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001089--52011073--52011107--52002011--52002089--52012099--52003079--52013018-
505060TH_TC2_2023_1,'505060TH,Thực hành nhập môn Xử lý ảnh số,1,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001089--52011073--52011107--52002011--52002089--52012099--52003079--52013018-
505049_TC2_2023_1,'505049,Bảo mật mạng,4,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001026--52001089--52011003--52011013--52011073--52011122--52011135--52002001--52002085--52012055--52012073--52012115--52003135--52003142--52003149--52013012--52013093-
505051_TC2_2023_1,'505051,Nhập môn các hệ thống phân tán,1,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001066--52001118--52011090--52002147--52012055--52012061--52012129--52003079--52003130--52003149--52013005--52013018-
504045_TC2_2023_2,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001027--52001069--52001084--52011042--52011050--52011086--52011119--52002024--52002063--52002069--52012015--52012037--52012079--52003015--52003037--52003073--52003101--52013014--52013122-
504048_TC2_2023_2,'504048,Xử lý dữ liệu lớn,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001024--52001027--52001039--52001058--52001062--52011040--52011042--52011050--52002017--52012015--52003015--52013011--52013058--52013140--52013148-
504049_TC2_2023_2,'504049,Hệ thống thương mại thông minh,2,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001005--52011076--52002069--52012030--52012044--52012079--52012086--52003018--52003073--52013031--52013047--52013069-
504051_TC2_2023_2,'504051,Mạng đa phương tiện và di động,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001039--52001124--52011040--52011086--52002119--52012066--52012086--52003018--52003076--52003086--52003101--52013011--52013122--52013148-
505043_TC2_2023_2,'505043,Khai thác dữ liệu và Khai phá tri thức,3,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001047--52001050--52001084--52001124--52011040--52011076--52011119--52002017--52002024--52002067--52012037--52012072--52003015--52003037--52003076--52013031--52013058--52013069-
504070_TC2_2023_2,'504070,Chuyên đề Công nghệ phần mềm,4,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001005--52001027--52001047--52001050--52001062--52011076--52002024--52002063--52002067--52012044--52012066--52012072--52012079--52003086-
505060_TC2_2023_2,'505060,Nhập môn Xử lý ảnh số,2,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001005--52001017--52001039--52001047--52001058--52001069--52001124--52011050--52002017--52002069--52002119--52012044--52012066--52012072--52003037--52003076--52003086--52013014--52013122--52013148-
505060TH_TC2_2023_2,'505060TH,Thực hành nhập môn Xử lý ảnh số,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001005--52001017--52001039--52001047--52001058--52001069--52001124--52011050--52002017--52002069--52002119--52012044--52012066--52012072--52003037--52003076--52003086--52013014--52013122--52013148-
505049_TC2_2023_2,'505049,Bảo mật mạng,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001017--52001024--52001050--52011086--52002067--52012015--52012030--52012037--52012086--52003073--52003101--52013011--52013031--52013047--52013069--52013140-
505051_TC2_2023_2,'505051,Nhập môn các hệ thống phân tán,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001017--52001024--52001058--52001062--52001069--52001084--52011042--52011119--52002063--52002119--52012030--52003018--52013014--52013047--52013058--52013140-
504045_TC2_2023_3,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,4,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001057--52001071--52001123--52011022--52011091--52011111--52011125--52002012--52002041--52002146--52012111--52003036--52013124--52013129-
504048_TC2_2023_3,'504048,Xử lý dữ liệu lớn,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001003--52001071--52001073--52001092--52001097--52001111--52001122--52001123--52011052--52002012--52002103--52002105--52012060--52012111--52003017--52003055--52003092--52003138--52003140--52013108--52013129--52013133-
504049_TC2_2023_3,'504049,Hệ thống thương mại thông minh,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001002--52001003--52001073--52001092--52001111--52001115--52001149--52011015--52011047--52011111--52002041--52002092--52002135--52012135--52003017--52003036--52003092--52003102--52003108--52003138--52013108-
504051_TC2_2023_3,'504051,Mạng đa phương tiện và di động,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001043--52001057--52001083--52001115--52001123--52011039--52011047--52011052--52011069--52011125--52002100--52002103--52002135--52012060--52003052--52003055--52003094--52003102--52013129--52013146-
505043_TC2_2023_3,'505043,Khai thác dữ liệu và Khai phá tri thức,4,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001002--52001043--52001097--52011044--52011052--52011083--52002100--52012034--52012111--52012125--52003017--52003052--52003107--52003140--52013108--52013124--52013146-
504070_TC2_2023_3,'504070,Chuyên đề Công nghệ phần mềm,3,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001003--52001083--52001092--52001149--52011015--52011039--52011069--52011091--52002041--52002092--52002105--52002135--52012060--52012125--52003092--52003108--52003138--52013103-
505060_TC2_2023_3,'505060,Nhập môn Xử lý ảnh số,4,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001002--52001043--52001057--52001083--52001097--52001115--52001122--52011022--52011039--52011047--52011125--52002092--52002103--52002105--52002146--52012034--52003094--52003140--52013103--52013124--52013133--52013146-
505060TH_TC2_2023_3,'505060TH,Thực hành nhập môn Xử lý ảnh số,3,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001002--52001043--52001057--52001083--52001097--52001115--52001122--52011022--52011039--52011047--52011125--52002092--52002103--52002105--52002146--52012034--52003094--52003140--52013103--52013124--52013133--52013146-
505049_TC2_2023_3,'505049,Bảo mật mạng,2,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001071--52011044--52011069--52011083--52011091--52002012--52002100--52002146--52012034--52012135--52003052--52003055--52003094--52003102--52003107--52003108--52013103--52013133-
505051_TC2_2023_3,'505051,Nhập môn các hệ thống phân tán,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001073--52001111--52001122--52001149--52011015--52011022--52011044--52011083--52011111--52012125--52012135--52003036--52003107-
504045_TC2_2023_4,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001015--52011101--52011121--52002120--52002125--52012095--52013019--52013043-
504048_TC2_2023_4,'504048,Xử lý dữ liệu lớn,4,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001049--52001112--52001130--52001135--52011070--52011071--52011121--52002046--52002120--52002125--52012016--52012038--52012095--52003084--52013019--52013032--52013067-
504049_TC2_2023_4,'504049,Hệ thống thương mại thông minh,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001015--52001049--52001121--52001139--52002008--52002070--52002109--52012016--52012038--52012149--52003144--52013006--52013019--52013043--52013051--52013067--52013073--52013100-
504051_TC2_2023_4,'504051,Mạng đa phương tiện và di động,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001049--52001121--52011101--52002008--52002046--52002070--52002109--52002125--52012019--52012057--52012088--52012095--52003058--52003084--52013032-
505043_TC2_2023_4,'505043,Khai thác dữ liệu và Khai phá tri thức,1,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001135--52001139--52011070--52011121--52012016--52012019--52003058--52003084--52003144--52013006--52013073--52013086-
504070_TC2_2023_4,'504070,Chuyên đề Công nghệ phần mềm,4,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001112--52001139--52011071--52002008--52002070--52002109--52012019--52012050--52012149--52013006--52013043--52013067--52013082-
505060_TC2_2023_4,'505060,Nhập môn Xử lý ảnh số,2,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001112--52002046--52012050--52012057--52012088--52003058--52013032--52013051--52013100-
505060TH_TC2_2023_4,'505060TH,Thực hành nhập môn Xử lý ảnh số,3,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001112--52002046--52012050--52012057--52012088--52003058--52013032--52013051--52013100-
505049_TC2_2023_4,'505049,Bảo mật mạng,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001015--52001121--52001130--52001135--52011071--52002120--52012050--52012057--52012088--52012149--52013051--52013073--52013082--52013086--52013100-
505051_TC2_2023_4,'505051,Nhập môn các hệ thống phân tán,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001130--52011070--52011101--52012038--52003144--52013082--52013086-
504045_TC2_2023_5,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001004--52001009--52001053--52001067--52001086--52011115--52002078--52002098--52012028--52003027--52003064--52003098--52013111-
504048_TC2_2023_5,'504048,Xử lý dữ liệu lớn,4,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001065--52011031--52011061--52011116--52011118--52003024--52003027--52003088--52003100--52013063--52013076-
504049_TC2_2023_5,'504049,Hệ thống thương mại thông minh,2,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001016--52001053--52001060--52001077--52001085--52011062--52011082--52011116--52002040--52002078--52002110--52012028--52012118--52003024--52003044--52003088--52013063-
504051_TC2_2023_5,'504051,Mạng đa phương tiện và di động,3,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001065--52001072--52001077--52011006--52011028--52011118--52011129--52002040--52002098--52012039--52003024--52003064--52013001--52013076-
505043_TC2_2023_5,'505043,Khai thác dữ liệu và Khai phá tri thức,2,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001060--52001067--52001075--52001077--52001086--52011028--52011031--52011105--52011115--52002098--52002121--52003088--52003098--52013111-
504070_TC2_2023_5,'504070,Chuyên đề Công nghệ phần mềm,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001004--52001016--52001065--52001072--52011006--52011082--52011105--52011129--52002052--52012028--52012039--52012118--52012146--52003100--52013001--52013085-
505060_TC2_2023_5,'505060,Nhập môn Xử lý ảnh số,1,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001004--52001053--52001072--52001075--52001086--52011028--52011062--52011082--52011105--52002040--52002052--52012039--52012146--52003100--52013076-
505060TH_TC2_2023_5,'505060TH,Thực hành nhập môn Xử lý ảnh số,1,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001004--52001053--52001072--52001075--52001086--52011028--52011062--52011082--52011105--52002040--52002052--52012039--52012146--52003100--52013076-
505049_TC2_2023_5,'505049,Bảo mật mạng,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001009--52001016--52001075--52001085--52011061--52011062--52011116--52011118--52011129--52002078--52002110--52002121--52012118--52012146--52003044--52013063--52013085--52013111-
505051_TC2_2023_5,'505051,Nhập môn các hệ thống phân tán,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001009--52001060--52001067--52001085--52011006--52011031--52011061--52011115--52002052--52002110--52002121--52003027--52003044--52003064--52003098--52013001--52013085-
504045_TC2_2023_6,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,2,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001001--52001007--52001140--52001147--52011026--52011112--52002038--52002053--52002139--52012048--52012064--52012137--52003004--52003119--52013149-
504048_TC2_2023_6,'504048,Xử lý dữ liệu lớn,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001019--52001068--52001101--52001147--52002004--52002038--52002051--52002104--52012117--52012137--52003042--52003074--52003078--52003113--52003119--52013074-
504049_TC2_2023_6,'504049,Hệ thống thương mại thông minh,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52011005--52011007--52011124--52002004--52002051--52002053--52003074--52003119--52013056--52013079--52013098--52013138-
504051_TC2_2023_6,'504051,Mạng đa phương tiện và di động,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001007--52001140--52011005--52011072--52011124--52011149--52002051--52012006--52012025--52012101--52003042--52003078--52013056-
505043_TC2_2023_6,'505043,Khai thác dữ liệu và Khai phá tri thức,3,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001001--52001103--52011007--52011026--52011112--52011147--52002059--52002139--52012064--52012101--52012117--52012137--52003004--52013056--52013074--52013138-
504070_TC2_2023_6,'504070,Chuyên đề Công nghệ phần mềm,1,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001007--52001019--52001101--52001144--52011054--52011072--52011124--52011149--52002038--52002083--52002086--52002091--52012025--52012064--52012117--52003004--52003014--52003113--52013074--52013098--52013149-
505060_TC2_2023_6,'505060,Nhập môn Xử lý ảnh số,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001019--52001068--52001103--52001144--52011054--52002053--52002104--52012006--52003014--52003042--52013079--52013138-
505060TH_TC2_2023_6,'505060TH,Thực hành nhập môn Xử lý ảnh số,3,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001019--52001068--52001103--52001144--52011054--52002053--52002104--52012006--52003014--52003042--52013079--52013138-
505049_TC2_2023_6,'505049,Bảo mật mạng,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001068--52001101--52001103--52001140--52001144--52011007--52011026--52011147--52002004--52002059--52002083--52002086--52002091--52012048--52003014--52003074--52003113-
505051_TC2_2023_6,'505051,Nhập môn các hệ thống phân tán,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001001--52001147--52011005--52011054--52011072--52011112--52011147--52011149--52002059--52002083--52002086--52002091--52002104--52002139--52012006--52012025--52012048--52012101--52003078--52013079--52013098--52013149-
504045_TC2_2023_7,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,1,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001143--52011023--52011048--52002014--52002090--52002123--52012092--52003118--52003120--52003137--52013080--52013139-
504048_TC2_2023_7,'504048,Xử lý dữ liệu lớn,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001081--52011097--52002123--52012132--52003063--52003103--52013026--52013046--52013112-
504049_TC2_2023_7,'504049,Hệ thống thương mại thông minh,4,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001025--52001081--52001090--52011048--52011108--52002039--52012122--52012132--52003040--52003054--52003103--52003120--52003137-
504051_TC2_2023_7,'504051,Mạng đa phương tiện và di động,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001013--52011023--52002019--52002027--52002039--52002123--52002142--52012092--52003001--52003040--52003054--52003118--52013039-
505043_TC2_2023_7,'505043,Khai thác dữ liệu và Khai phá tri thức,4,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001013--52001025--52011023--52011089--52011108--52002090--52002142--52012092--52012122--52012143--52003001--52003082--52003120--52013026--52013046--52013052--52013080--52013112--52013139-
504070_TC2_2023_7,'504070,Chuyên đề Công nghệ phần mềm,4,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52011097--52011131--52002019--52012143--52003001--52003103--52013139-
505060_TC2_2023_7,'505060,Nhập môn Xử lý ảnh số,2,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001025--52001090--52011089--52011097--52011108--52011131--52002039--52012132--52003040--52003082--52013026--52013039--52013052--52013080-
505060TH_TC2_2023_7,'505060TH,Thực hành nhập môn Xử lý ảnh số,1,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001025--52001090--52011089--52011097--52011108--52011131--52002039--52012132--52003040--52003082--52013026--52013039--52013052--52013080-
505049_TC2_2023_7,'505049,Bảo mật mạng,1,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001013--52001090--52001143--52011048--52002014--52002019--52002027--52003063--52003082--52003137--52013039--52013046-
